Product,Price,Sold,Location,LazMall,Reviews
Redmi 12 ( Ram 8GB + Rom 256GB ) จอใหญ่ 90Hz แบตฯ 5000mAh กล้องสามเลนส์ 50MP ประกัน 12 เดือน,"฿2,900.00",0,Bangkok,No,2
POCO C75 5G/4G (8+256GB) สมาร์ทโฟน | โทรศัพท์มือถือ หน้าจอ 6.88| กล้อง 50MP | ชาร์จเร็ว 18W | แบตเตอรี่ 5160mAh | รับประกัน 1 ปีฟรีอุปกรณ์เสริมครบชุดแบ,"฿3,199.00",20,Bangkok,No,10
"Redmi 13C (8+256GB) 5G/4G  มือถือจอใหญ่ 6.74"" | กล้อง 50MP | แบตฯ 5000mAh| ฟรีเคส+ฟิล์ม","฿2,436.10",0,Bangkok,No,0
A17(6GB+128GB) ปลดล็อกด้วยใบหน้า60Hz HDหน้าจอขนาดใหญ่ 6.56 นิ้ว กล้องAIความละเอียด 50MPแบต 5000mAh ประกันาน 1ป,"฿2,174.25",10,Bangkok,No,5
ฮอต10 หน้าจอ6.78นิ้ว แรม4รอม 64 แอนดรอยด์10 แบตเตอรี่5200mAh,"฿1,099.00",0,Maha Sarakham,No,0
(พร้อมส่ง ส่งฟรี)OPPO A3x (4/64GB)Qualcomm® Snapdragon® ของแท้ มือ1รับประกันศูนย์ไทย1ปี,"฿2,999.00",344,Loei,No,149
y15s (หน้าจอ6.5นิ้ว แรม3รอม32 แอนดรอยด์11 แบตเตอรี่5000mAh),"฿1,249.00",124,Maha Sarakham,No,64
มือถือรุ่น เรียลมี ซี3 จอใหญ่ 6.5 นิ้ว แรม 3 รอม 32 แอนดรอยด์ 10 แบตเตอรี่ 5000 มิลลิแอมป์ สินค้าใช้งานได้ปกติ (มือ/สองพร้อมใช้),"฿1,165.00",44,Maha Sarakham,No,29
VIVO Y02S  เครื่องศูนย์ไทย,"฿1,500.00",0,Pathum Thani,No,0
​มือถือรุ่น เรดมี 9เอ หน้าจอ6.53นิ้ว แอนดรอยด์ 10 แบตเตอรี่ 5000มิลลิแอมป์ สภาพ​พร้อม​ใช้งาน​(แถมฟรีชุด​ชาร์จ)​,฿979.00,92,Maha Sarakham,No,34
มือถือวีโก้วาย61 จอ5.99นิ้ว มีประกันหลังการขาย,฿600.00,35,Maha Sarakham,No,10
【สินค้าขายดี💰】 A18 +5G Facebook YouTube แรม 16GB + ROM 512GB ซิมคู่แบบคู่ โทรคัพท์มือถือ 6.7 นิ้ว เต็มหน้าจอ ภาษาไทย รับประกัน1ปีเต็ม มือถือใช้ดี ราคาถูก,฿909.00,15,Samut Sakhon,No,1
Hot 9 Play (หน้าจอ 6.82 นิ้ว แรม2รอม32  แอนดรอยด์10 แบตเตอรี่6000mAh),฿999.00,369,Maha Sarakham,No,197
smart 5Pro หน้าจอ6.5นิ้ว แบต6000mAh แอนดรอยด์11 แรม2รอม32,฿999.00,76,Maha Sarakham,No,35
C30s (หน้าจอ6.5นิ้ว แรม2รอม32 แอนดรอยด์12 เเบตเตอรี่5000mAh),"฿1,249.00",188,Maha Sarakham,No,101
มือถือรุ่นออป โป้ A18 จอกว้าง 6.56 ram4 rom64/128 Android 15 แบตอึดทน พร้อมใช้งานพร้อมส่ง,"฿1,990.00",6,Maha Sarakham,No,1
"C75  5G  (8GB+256GB) หน้าจอ 6.88"" สุดสมจริง แบตเตอรี่ขนาดใหญ่ 5160mAh (typ) กล้องคู่ AI คมชัด 50MP","฿2,627.78",29,Bangkok,No,16
โทรศัพท์มือถือสมาร์ทโฟน inovo รุ่น i-619 Pro หน้าจอ6.5 นิ้ว  ใช้ได้กับทุกแอพธนาคาร Android 13,"฿1,799.00",44,Bangkok,Yes,16
"Samsung Galaxy A14 5G smartphone (6GB + 128GB) 6.6-inch screen, 5000mAh battery, support fast charge, 12 shop warranty","฿2,699.00",90,Samut Sakhon,No,84
"Xiaomi 15 Ultra 5G 6.73"" 16/512GB GLOBAL VERSION Leica 50MP SD8Elite","฿9,000.00",0,Lampang,No,0
"[COD]สมาร์ทโฟน POCO C65 8GB+256GB 50MP AI Triple Camera Smooth 6.74 ""90Hz Global Massive Display","฿2,899.00",21,Bangkok,No,14
"[พร้อมส่ง] Samsung Galaxy A16 LTE 4/128 สมาร์ทโฟน ซัมซุง มือถือแอนดรอย หน้าจอ 6.7"" รับประกันศูนย์ 1 ปี","฿3,999.00",79,Chonburi,Yes,24
"New Samsung Galaxy A15 5G 6/128GB แบตอึด 5,000mAh ชาร์จไว 25W / จอขนาด 6.5","฿4,058.01",76,Samut Sakhon,No,43
Phone xlaoml 13T Pro 5G 6.7 inch (ram16g + rom512g) super Slim unlocked with face support 2 SIM play games Movie Shooting free full set of accessories mobile phone Facebook android13 support 2 sim free shipping Thai menu 1 year warranty phone cheap gaming,฿928.00,628,Samut Sakhon,No,50
"【สินค้าใหม่】โทรศัพท์มือถือXiaomi Redmi A5 4G 3G+64G / 4G+128G Android 15 หน้าจอ LCD ขนาด 6.88 นิ้ว รีเฟรชสูงสุด 120Hz แบตเตอรี่ 5,200 mAh","฿2,299.00",134,Samut Prakan,Yes,3465
Xiaomi Redmi K50 Gaming/K40 Gaming Smartphone Global ROM 6.67 inch OLED Display Snapdragon 8 Gen 1 Octa Core 5G,"฿7,350.00",261,China,No,151
(New) vivo V60 (12+256/512GB) CPU: Qualcomm Snapdragon 7 Gen 4 | กล้องหลัง 50MP ZEISS Super Telephoto Portrait | แบตเตอรี่ BlueVolt 6500mAh 90W Flashcharge | ทนน้ำทนฝุ่น IP68 & IP69,"฿15,999.00",28,Bangkok,Yes,7
"Samsumg Galaxy S23 FE 5G 12/256 แบตอึด 5,000mAh ชาร์จไว 25W / จอขนาด 6.6""","฿1,083.00",22,Pathum Thani,No,8
【รับประกัน1ปี】2025ใหม่ของแท้ OPP0 Reno11 Pro 5G 7.5นิ้ว โทรศัพท์มือถือ รองรับ2ซิม Smartphone 4G/5G โทรศัพท์สมา แรม16GB รอม768GB โทรศัพท์ถูกๆ Android12.0 มือถือ Mobile phone ส่งฟรี มือถือราคาถูกๆ โทรศัพท์สำห รับเล่นเกม โทรสับราคาถูก Reno11 5Gโทรศัพท์ ถูกๆ,"฿1,688.00",24,Bangkok,No,5
Realme​ c11,฿790.00,0,Nong Khai,No,0
มือถือ วีโว้ รุ่น Y71 แรม 6 รอม 128 (ติดฟิล์มกระจกให้ฟรี+ฟรีเคสใสและอุปกรณ์ชาร์จ) รับประกันสินค้า 3 เดือน.,฿890.00,21,Chonburi,No,8
โทรศัพท์มือถือ OPPQ A96 5G Smartphone สมาร์ทโฟน หน้าจอ 6.7นิ้ว (RAM16GB+ROM512GB) โทรศัพท์มือถือราคาถูก โทรศัพท์บางๆ มือถือราคาถูก โทรศัพท์มือถือ ใช้งานได้เร็ว ออนไลน์ศึกษา เล่นเกม ฟังเพลง กล้อง HD ปลดล็อคด้วยใบหน้า ระบบนำทาง GPS ใส่ได้สองซิม,฿969.00,90,Samut Sakhon,No,46
【รับประกัน 12 เดือน】2024แท้จริง โทรศัพท์มือถื OPP0 A96 โทรศัพท์มือถือ รองรับ2ซิม Smartphone 4G/5G โทรศัพท์สมา 16+512GB โทรศัพท์ถูกๆ มือถือ Android12.0 เครื่องโทรศัพ โทรศัพท์ ถูกๆ ดี โทรศัพท์มือถื มือถือ ถูกๆ,"฿1,934.00",0,Bangkok,No,0
มือถือรุ่นoppo A3s สวยแท้จอกว้าง 6.2 แบตทน รองรับทุกเครือข่าย พร้อมส่ง,฿990.00,10,Maha Sarakham,No,2
Vivo Y78 5G (8GB + 256GB) | 64MP OIS main camera | 44W quick charge | black/gold,"฿3,860.01",82,Samut Sakhon,No,5
"Samsung Galaxy A06 รุ่น 5G (4/64GB)รุ่นใหม่จอ 6.7"" ดีไซน์สวย กล้องความคมชัดสูง","฿2,966.00",71,Bangkok,No,33
Samsung Galaxy A06 5g (6+128Gb) Smartphone |   90Hz Screen |   50Mp Camera |   Battery 5000Mah |   Insurance Center,"฿3,365.01",17,Samut Sakhon,No,11
"มือถือ 8X (แรม 6 รอม 256 GB)มือถือจอHD 6.5 นิ้ว แบตเตอรี่ Li-Pol 3,400 mAh รับประกันสินค้า 1 ปี","฿1,290.00",0,Chonburi,No,0
"🔥 Vivo Y36 5g Is a Powerful Smartphone! |   Ram 8Gb+Rom 256Gb |   Big Screen 6.64"" Fhd+ |   The Ultimate Clear Camera |   Premium Design |   Long-Lasting Battery, Lasts All Day!","฿3,563.01",5,Samut Sakhon,No,2
"อิน ฟิ นิก smart 7 (2023) เครื่องจอกว้าง แบตทน รองรับทุกเครือข่าย,ทุกแอพ พร้อมส่งแถมชุดชาร์จ","฿1,490.00",35,Maha Sarakham,No,14
"Hot 10 play (6.8 inch screen, Android 10 battery, 6000mAh)","฿1,099.00",370,Maha Sarakham,No,215
"มือถือ A91 แรม8+รอม256""6.4หน้าจอใหญ่ รับประกัน 3 เดือน","฿1,690.00",8,Chonburi,No,2
โทรศัพท์รุ่น ซัมซุง เอ10เอส หน้าจอ6.2 นิ้ว แรม2 รอม32 แอนดรอยด์9 แบตเตอรี่ 4000mAh (มือ/สองพร้อมใช้),฿999.00,91,Maha Sarakham,No,47
โทรศัพท์ ของแท้ POCO F6 Pro 5G โทรศัพท์มือถือ รองรับ2ซิม Smartphone 4G/5G โทรศัพท์สมา แรม12GB รอม512GB โทรศัพท์ถูกๆ มือถือ Mobile phone โทรศัพท์ถูกๆ มือถือราคาถูกๆ โทรศัพท์สำห รับเล่นเกม โทรสับราคาถูก มือถือ โทรศัพท์สำห ส่งฟรี โทรศัพท์ราคถูก,฿999.00,403,Bangkok,No,77
"Vivo Y36 8GB RAM smartphone + 256GB ROM 6.64 ""FHD + full HD HD camera premium design, battery can be used all day","฿3,429.36",74,Samut Sakhon,No,55
A1 (หน้าจอ6.5นิ้ว แรม2รอม32 แอนดรอยด์11 แบต5000มิลลิแอมป์),"฿1,089.00",85,Maha Sarakham,No,30
"TECNO Spark Go 1s - เทคโน 3+64GB จอ6.7 นิ้ว กล้อง13 + 0.08MP Auxiliary lens ล้าน Dual Camera แบต5,000mAh","฿2,095.00",149,Nakhon Si Thammarat,No,41
2025 ของแท้100% A98 5G 6.7นิ้ว โทรศัพท์มือถือ เต็มจอรองรับ2ซิม Smartphone แรม16GB รอม512GB 4G/5G โทรศัพท์สมา เต็มจอ Android13.0 32MP+64MP มือถือ Mobile phone,฿968.00,11,Samut Sakhon,No,2
"Realme C75 5g (8Gb Ram+256Gb Rom) |   Chipset Mtk Helio G92 Max, Clear Camera 50Mp + Flicker, Waterproof and Dustproof Ip69, Battery Capacity 6,000 Mah","฿4,199.00",33,Samut Sakhon,No,31
มือถือรุ่น ออปโป้ เอ83 หน้าจอ5.7นิ้ว แบตเตอรี่ 3180 มิลลิแอมป์ สภาพสวยพร้อมใช้ ใช้งานได้ปกติ(ฟรีชุดชาร์จ),฿869.00,71,Maha Sarakham,No,28
โทรศัพท์มือถือรุ่น อินฟินิกซ์ ฮอต9เพลย์ หน้าจอ 6.8 นิ้ว แรม 2 รอม 32 แบตเตอรี่ 5000 มิลลิแอมป์ (มือ/สองพร้อมใช้),฿999.00,110,Maha Sarakham,No,42
[Ready to ship] very good value Oppo a53s RAM 8GB ROM 256GB 6.52 inch screen free clear case + 1 year warranty glass film,"฿2,549.00",250,Bangkok,Yes,123
"Beyond 915 Plus, 3.5"" Large Screen Push-Button Phone, Large Screen, Has a Camera and Flashlight, Supports 2 Sim Cards, 1-Year Warranty.",฿739.00,567,Nakhon Nayok,No,158
smart6HD (2022) (หน้าจอ6.6นิ้ว แรม2รอม32 แอนดรอยด์11 แบตเตอรี่5000mAh),"฿1,039.00",384,Maha Sarakham,No,178
"Ready to Send A3s Ram 6GB rom128gb store warranty 12 months screen 6.2 ""free full set of equipment","฿1,429.00",632,Bangkok,Yes,275
"Galaxy A34 6.7Inch Mobile Phone, New Model (Ram16G + Rom512G), Supports 2 Sim Smartphones, 4G/5G Android13, Full Screen Mobile Phone, Hd Smartphone, Supports Cash on Delivery, Thai Menu.",฿978.00,11,Samut Sakhon,No,2
"Redmi 14C (8 + 256GB) 6.88 ""120Hz Display, 5160mAh battery, 50MP camera, genuine center warranty, 12 weeks","฿2,667.42",41,Bangkok,No,21
โทรศัพท์ ของแท้ POCO C61 5G โทรศัพท์มือถือ รองรับ2ซิม Smartphone 4G/5G โทรศัพท์สมา แรม12GB รอม512GB โทรศัพท์ถูกๆ มือถือ Mobile phone โทรศัพท์ถูกๆ มือถือราคาถูกๆ โทรศัพท์สำห รับเล่นเกม โทรสับราคาถูก มือถือ โทรศัพท์สำห ส่งฟรี โทรศัพท์ราคถูก,฿999.00,428,Bangkok,No,87
